iterationNum,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,trialNum,                  agentID,object,word,val
0,10,10,0.93,0.01,0,2,lipu,null,0.21319999999999997
0,10,10,0.93,0.01,0,2,lipu,coast,0.07079999999999999
0,10,10,0.93,0.01,0,2,lipu,vitamin,0.07559999999999989
0,10,10,0.93,0.01,0,2,lipu,threat,0.06999999999999998
0,10,10,0.93,0.01,0,2,lipu,bag,0.09160000000000004
0,10,10,0.93,0.01,0,2,lipu,purse,0.06759999999999995
0,10,10,0.93,0.01,0,2,lipu,cheek,0.10199999999999998
0,10,10,0.93,0.01,0,2,lipu,shore,0.07320000000000011
0,10,10,0.93,0.01,0,2,lipu,meter,0.07160000000000001
0,10,10,0.93,0.01,0,1,fuwo,threat,0.06639999999999996
0,10,10,0.93,0.01,0,1,fuwo,game,0.07600000000000005
0,10,10,0.93,0.01,0,1,fuwo,null,0.20359999999999995
0,10,10,0.93,0.01,0,1,fuwo,meter,0.09160000000000001
0,10,10,0.93,0.01,0,1,fuwo,coast,0.07919999999999994
0,10,10,0.93,0.01,0,1,fuwo,vitamin,0.10160000000000002
0,10,10,0.93,0.01,0,1,fuwo,danger,0.08639999999999992
0,10,10,0.93,0.01,0,1,fuwo,purse,0.07199999999999998
0,10,10,0.93,0.01,0,1,fuwo,bag,0.06559999999999998
0,10,10,0.93,0.01,0,1,fuwo,shore,0.04599999999999999
0,10,10,0.93,0.01,0,1,fuwo,cheek,0.11159999999999995
0,10,10,0.93,0.01,0,2,fuwo,meter,0.07599999999999991
0,10,10,0.93,0.01,0,2,fuwo,shore,0.10119999999999998
0,10,10,0.93,0.01,0,2,fuwo,game,0.07879999999999994
0,10,10,0.93,0.01,0,2,fuwo,coast,0.06479999999999998
0,10,10,0.93,0.01,0,2,fuwo,threat,0.09279999999999994
0,10,10,0.93,0.01,0,2,fuwo,vitamin,0.07200000000000002
0,10,10,0.93,0.01,0,2,fuwo,cheek,0.07200000000000005
0,10,10,0.93,0.01,0,2,fuwo,null,0.19480000000000022
0,10,10,0.93,0.01,0,2,fuwo,purse,0.06559999999999998
0,10,10,0.93,0.01,0,2,fuwo,bag,0.09199999999999996
0,10,10,0.93,0.01,0,2,fuwo,danger,0.08999999999999994
0,10,10,0.93,0.01,0,1,nihatate,shore,0.08159999999999995
0,10,10,0.93,0.01,0,1,nihatate,null,0.2536000000000003
0,10,10,0.93,0.01,0,1,nihatate,game,0.08679999999999996
0,10,10,0.93,0.01,0,1,nihatate,cheek,0.060799999999999986
0,10,10,0.93,0.01,0,1,nihatate,danger,0.06440000000000003
0,10,10,0.93,0.01,0,1,nihatate,bag,0.06200000000000002
0,10,10,0.93,0.01,0,1,nihatate,coast,0.09000000000000002
0,10,10,0.93,0.01,0,1,nihatate,meter,0.09000000000000002
0,10,10,0.93,0.01,0,1,nihatate,purse,0.07360000000000003
0,10,10,0.93,0.01,0,1,nihatate,threat,0.07080000000000003
0,10,10,0.93,0.01,0,1,nihatate,vitamin,0.06640000000000001
0,10,10,0.93,0.01,0,2,nihatate,meter,0.060000000000000026
0,10,10,0.93,0.01,0,2,nihatate,bag,0.09839999999999999
0,10,10,0.93,0.01,0,2,nihatate,threat,0.07080000000000003
0,10,10,0.93,0.01,0,2,nihatate,shore,0.09400000000000001
0,10,10,0.93,0.01,0,2,nihatate,purse,0.0656
0,10,10,0.93,0.01,0,2,nihatate,cheek,0.07639999999999998
0,10,10,0.93,0.01,0,2,nihatate,coast,0.10480000000000009
0,10,10,0.93,0.01,0,2,nihatate,null,0.18880000000000013
0,10,10,0.93,0.01,0,2,nihatate,vitamin,0.086
0,10,10,0.93,0.01,0,2,nihatate,game,0.06639999999999999
0,10,10,0.93,0.01,0,2,nihatate,danger,0.0888
0,10,10,0.93,0.01,0,1,loqi,cheek,0.06639999999999999
0,10,10,0.93,0.01,0,1,loqi,danger,0.08720000000000004
0,10,10,0.93,0.01,0,1,loqi,purse,0.07039999999999999
0,10,10,0.93,0.01,0,1,loqi,threat,0.09800000000000006
0,10,10,0.93,0.01,0,1,loqi,bag,0.08119999999999993
0,10,10,0.93,0.01,0,1,loqi,meter,0.09480000000000001
0,10,10,0.93,0.01,0,1,loqi,null,0.1832000000000001
0,10,10,0.93,0.01,0,1,loqi,game,0.07720000000000002
0,10,10,0.93,0.01,0,1,loqi,vitamin,0.07679999999999998
0,10,10,0.93,0.01,0,1,loqi,coast,0.0864
0,10,10,0.93,0.01,0,1,loqi,shore,0.07839999999999998
0,10,10,0.93,0.01,0,2,loqi,null,0.1948000000000002
0,10,10,0.93,0.01,0,2,loqi,bag,0.08679999999999999
0,10,10,0.93,0.01,0,2,loqi,vitamin,0.10040000000000007
0,10,10,0.93,0.01,0,2,loqi,cheek,0.07200000000000002
0,10,10,0.93,0.01,0,2,loqi,shore,0.07959999999999998
0,10,10,0.93,0.01,0,2,loqi,meter,0.10000000000000006
0,10,10,0.93,0.01,0,2,loqi,danger,0.07599999999999998
0,10,10,0.93,0.01,0,2,loqi,game,0.06679999999999997
0,10,10,0.93,0.01,0,2,loqi,threat,0.07240000000000003
0,10,10,0.93,0.01,0,2,loqi,coast,0.07
0,10,10,0.93,0.01,0,2,loqi,purse,0.08119999999999993
0,10,10,0.93,0.01,0,1,hene,danger,0.06240000000000002
0,10,10,0.93,0.01,0,1,hene,null,0.24600000000000025
0,10,10,0.93,0.01,0,1,hene,purse,0.08800000000000002
0,10,10,0.93,0.01,0,1,hene,vitamin,0.08119999999999993
0,10,10,0.93,0.01,0,1,hene,coast,0.09440000000000001
0,10,10,0.93,0.01,0,1,hene,bag,0.07120000000000004
0,10,10,0.93,0.01,0,1,hene,meter,0.06920000000000001
0,10,10,0.93,0.01,0,1,hene,threat,0.07919999999999994
0,10,10,0.93,0.01,0,1,hene,cheek,0.07240000000000003
0,10,10,0.93,0.01,0,1,hene,shore,0.06639999999999999
0,10,10,0.93,0.01,0,1,hene,game,0.06959999999999998
0,10,10,0.93,0.01,0,2,hene,threat,0.06799999999999998
0,10,10,0.93,0.01,0,2,hene,coast,0.06280000000000002
0,10,10,0.93,0.01,0,2,hene,null,0.23480000000000018
0,10,10,0.93,0.01,0,2,hene,shore,0.08159999999999995
0,10,10,0.93,0.01,0,2,hene,meter,0.07959999999999998
0,10,10,0.93,0.01,0,2,hene,bag,0.05680000000000002
0,10,10,0.93,0.01,0,2,hene,cheek,0.07120000000000004
0,10,10,0.93,0.01,0,2,hene,game,0.09639999999999996
0,10,10,0.93,0.01,0,2,hene,purse,0.0900000000000001
0,10,10,0.93,0.01,0,2,hene,danger,0.09800000000000002
0,10,10,0.93,0.01,0,2,hene,vitamin,0.06080000000000004
0,10,10,0.93,0.01,0,1,falu,bag,0.06839999999999995
0,10,10,0.93,0.01,0,1,falu,meter,0.06519999999999995
0,10,10,0.93,0.01,0,1,falu,threat,0.06
0,10,10,0.93,0.01,0,1,falu,game,0.0644
0,10,10,0.93,0.01,0,1,falu,coast,0.07559999999999993
0,10,10,0.93,0.01,0,1,falu,purse,0.06599999999999996
0,10,10,0.93,0.01,0,1,falu,shore,0.09399999999999997
0,10,10,0.93,0.01,0,1,falu,vitamin,0.09479999999999993
0,10,10,0.93,0.01,0,1,falu,null,0.2540000000000003
0,10,10,0.93,0.01,0,1,falu,danger,0.06879999999999996
0,10,10,0.93,0.01,0,1,falu,cheek,0.08879999999999996
0,10,10,0.93,0.01,0,2,falu,threat,0.08399999999999996
0,10,10,0.93,0.01,0,2,falu,cheek,0.0856
0,10,10,0.93,0.01,0,2,falu,vitamin,0.08399999999999996
0,10,10,0.93,0.01,0,2,falu,purse,0.07639999999999998
0,10,10,0.93,0.01,0,2,falu,danger,0.09000000000000002
0,10,10,0.93,0.01,0,2,falu,bag,0.06520000000000001
0,10,10,0.93,0.01,0,2,falu,meter,0.06160000000000001
0,10,10,0.93,0.01,0,2,falu,game,0.07160000000000008
0,10,10,0.93,0.01,0,2,falu,coast,0.07400000000000001
0,10,10,0.93,0.01,0,2,falu,null,0.22720000000000012
0,10,10,0.93,0.01,0,2,falu,shore,0.08039999999999997
0,10,10,0.93,0.01,1,2,qapamoma,bag,0.07200000000000002
0,10,10,0.93,0.01,1,2,qapamoma,game,0.10360000000000003
0,10,10,0.93,0.01,1,2,qapamoma,shore,0.07679999999999994
0,10,10,0.93,0.01,1,2,qapamoma,cheek,0.0923999999999999
0,10,10,0.93,0.01,1,2,qapamoma,vitamin,0.06839999999999992
0,10,10,0.93,0.01,1,2,qapamoma,meter,0.07519999999999988
0,10,10,0.93,0.01,1,2,qapamoma,coast,0.08519999999999989
0,10,10,0.93,0.01,1,2,qapamoma,purse,0.11159999999999999
0,10,10,0.93,0.01,1,2,qapamoma,null,0.24600000000000036
0,10,10,0.93,0.01,1,2,qapamoma,threat,0.02799999999999999
0,10,10,0.93,0.01,1,2,qapamoma,danger,0.04079999999999999
0,10,10,0.93,0.01,1,1,qapamoma,threat,0.06400000000000002
0,10,10,0.93,0.01,1,1,qapamoma,coast,0.08000000000000002
0,10,10,0.93,0.01,1,1,qapamoma,shore,0.09799999999999998
0,10,10,0.93,0.01,1,1,qapamoma,meter,0.07799999999999999
0,10,10,0.93,0.01,1,1,qapamoma,null,0.19319999999999996
0,10,10,0.93,0.01,1,1,qapamoma,bag,0.08520000000000001
0,10,10,0.93,0.01,1,1,qapamoma,purse,0.08760000000000003
0,10,10,0.93,0.01,1,1,qapamoma,game,0.08439999999999992
0,10,10,0.93,0.01,1,1,qapamoma,cheek,0.07799999999999999
0,10,10,0.93,0.01,1,1,qapamoma,danger,0.054400000000000004
0,10,10,0.93,0.01,1,1,qapamoma,vitamin,0.0972
0,10,10,0.93,0.01,1,2,lipu,bag,0.09160000000000004
0,10,10,0.93,0.01,1,2,lipu,vitamin,0.10280000000000006
0,10,10,0.93,0.01,1,2,lipu,purse,0.09400000000000001
0,10,10,0.93,0.01,1,2,lipu,danger,0.03000000000000001
0,10,10,0.93,0.01,1,2,lipu,game,0.08399999999999992
0,10,10,0.93,0.01,1,2,lipu,coast,0.08760000000000003
0,10,10,0.93,0.01,1,2,lipu,meter,0.106
0,10,10,0.93,0.01,1,2,lipu,null,0.18559999999999996
0,10,10,0.93,0.01,1,2,lipu,threat,0.048799999999999996
0,10,10,0.93,0.01,1,2,lipu,shore,0.08679999999999992
0,10,10,0.93,0.01,1,2,lipu,cheek,0.08279999999999992
0,10,10,0.93,0.01,1,1,lipu,bag,0.06880000000000003
0,10,10,0.93,0.01,1,1,lipu,game,0.0792
0,10,10,0.93,0.01,1,1,lipu,cheek,0.07919999999999998
0,10,10,0.93,0.01,1,1,lipu,vitamin,0.08039999999999997
0,10,10,0.93,0.01,1,1,lipu,shore,0.0668
0,10,10,0.93,0.01,1,1,lipu,threat,0.08800000000000002
0,10,10,0.93,0.01,1,1,lipu,meter,0.08439999999999995
0,10,10,0.93,0.01,1,1,lipu,coast,0.08159999999999999
0,10,10,0.93,0.01,1,1,lipu,null,0.19600000000000029
0,10,10,0.93,0.01,1,1,lipu,danger,0.09079999999999999
0,10,10,0.93,0.01,1,1,lipu,purse,0.0848
0,10,10,0.93,0.01,1,2,fuwo,meter,0.10679999999999998
0,10,10,0.93,0.01,1,2,fuwo,game,0.07919999999999987
0,10,10,0.93,0.01,1,2,fuwo,purse,0.08759999999999996
0,10,10,0.93,0.01,1,2,fuwo,danger,0.02999999999999998
0,10,10,0.93,0.01,1,2,fuwo,null,0.27760000000000046
0,10,10,0.93,0.01,1,2,fuwo,shore,0.07199999999999995
0,10,10,0.93,0.01,1,2,fuwo,cheek,0.05759999999999994
0,10,10,0.93,0.01,1,2,fuwo,bag,0.10439999999999997
0,10,10,0.93,0.01,1,2,fuwo,coast,0.07559999999999986
0,10,10,0.93,0.01,1,2,fuwo,vitamin,0.07879999999999994
0,10,10,0.93,0.01,1,2,fuwo,threat,0.030399999999999993
0,10,10,0.93,0.01,1,1,fuwo,null,0.18960000000000016
0,10,10,0.93,0.01,1,1,fuwo,threat,0.07400000000000005
0,10,10,0.93,0.01,1,1,fuwo,coast,0.08559999999999995
0,10,10,0.93,0.01,1,1,fuwo,cheek,0.0912
0,10,10,0.93,0.01,1,1,fuwo,bag,0.09520000000000005
0,10,10,0.93,0.01,1,1,fuwo,game,0.08360000000000001
0,10,10,0.93,0.01,1,1,fuwo,purse,0.06840000000000002
0,10,10,0.93,0.01,1,1,fuwo,danger,0.09439999999999998
0,10,10,0.93,0.01,1,1,fuwo,shore,0.08039999999999997
0,10,10,0.93,0.01,1,1,fuwo,vitamin,0.07440000000000001
0,10,10,0.93,0.01,1,1,fuwo,meter,0.06320000000000005
0,10,10,0.93,0.01,1,2,nihatate,coast,0.10680000000000008
0,10,10,0.93,0.01,1,2,nihatate,cheek,0.08639999999999996
0,10,10,0.93,0.01,1,2,nihatate,shore,0.08079999999999997
0,10,10,0.93,0.01,1,2,nihatate,vitamin,0.08639999999999996
0,10,10,0.93,0.01,1,2,nihatate,meter,0.06679999999999997
0,10,10,0.93,0.01,1,2,nihatate,game,0.08919999999999995
0,10,10,0.93,0.01,1,2,nihatate,bag,0.11240000000000003
0,10,10,0.93,0.01,1,2,nihatate,danger,0.02840000000000002
0,10,10,0.93,0.01,1,2,nihatate,purse,0.10000000000000002
0,10,10,0.93,0.01,1,2,nihatate,threat,0.01920000000000001
0,10,10,0.93,0.01,1,2,nihatate,null,0.22360000000000002
0,10,10,0.93,0.01,1,1,nihatate,cheek,0.07040000000000002
0,10,10,0.93,0.01,1,1,nihatate,vitamin,0.08199999999999996
0,10,10,0.93,0.01,1,1,nihatate,danger,0.0972
0,10,10,0.93,0.01,1,1,nihatate,game,0.08399999999999996
0,10,10,0.93,0.01,1,1,nihatate,shore,0.07640000000000002
0,10,10,0.93,0.01,1,1,nihatate,meter,0.057200000000000015
0,10,10,0.93,0.01,1,1,nihatate,purse,0.07879999999999998
0,10,10,0.93,0.01,1,1,nihatate,bag,0.07280000000000003
0,10,10,0.93,0.01,1,1,nihatate,threat,0.07
0,10,10,0.93,0.01,1,1,nihatate,null,0.2168
0,10,10,0.93,0.01,1,1,nihatate,coast,0.09440000000000001
0,10,10,0.93,0.01,1,2,loqi,threat,0.3892000000000003
0,10,10,0.93,0.01,1,2,loqi,shore,0.03760000000000001
0,10,10,0.93,0.01,1,2,loqi,bag,0.04679999999999998
0,10,10,0.93,0.01,1,2,loqi,danger,0.10640000000000002
0,10,10,0.93,0.01,1,2,loqi,null,0.12839999999999996
0,10,10,0.93,0.01,1,2,loqi,cheek,0.04999999999999996
0,10,10,0.93,0.01,1,2,loqi,game,0.046799999999999994
0,10,10,0.93,0.01,1,2,loqi,meter,0.041999999999999996
0,10,10,0.93,0.01,1,2,loqi,purse,0.051199999999999954
0,10,10,0.93,0.01,1,2,loqi,vitamin,0.05159999999999995
0,10,10,0.93,0.01,1,2,loqi,coast,0.04999999999999996
0,10,10,0.93,0.01,1,1,loqi,threat,0.7412000000000003
0,10,10,0.93,0.01,1,1,loqi,danger,0.12159999999999982
0,10,10,0.93,0.01,1,1,loqi,purse,0.02079999999999999
0,10,10,0.93,0.01,1,1,loqi,meter,0.017600000000000008
0,10,10,0.93,0.01,1,1,loqi,coast,0.013200000000000009
0,10,10,0.93,0.01,1,1,loqi,null,0.016400000000000005
0,10,10,0.93,0.01,1,1,loqi,bag,0.018799999999999994
0,10,10,0.93,0.01,1,1,loqi,game,0.019999999999999993
0,10,10,0.93,0.01,1,1,loqi,cheek,0.008800000000000004
0,10,10,0.93,0.01,1,1,loqi,vitamin,0.01600000000000001
0,10,10,0.93,0.01,1,1,loqi,shore,0.005600000000000008
0,10,10,0.93,0.01,1,2,hene,coast,0.11640000000000021
0,10,10,0.93,0.01,1,2,hene,null,0.2175999999999999
0,10,10,0.93,0.01,1,2,hene,purse,0.09599999999999997
0,10,10,0.93,0.01,1,2,hene,vitamin,0.07320000000000002
0,10,10,0.93,0.01,1,2,hene,meter,0.0927999999999998
0,10,10,0.93,0.01,1,2,hene,cheek,0.06880000000000003
0,10,10,0.93,0.01,1,2,hene,game,0.09319999999999994
0,10,10,0.93,0.01,1,2,hene,bag,0.10360000000000016
0,10,10,0.93,0.01,1,2,hene,shore,0.08759999999999998
0,10,10,0.93,0.01,1,2,hene,danger,0.026399999999999996
0,10,10,0.93,0.01,1,2,hene,threat,0.02440000000000001
0,10,10,0.93,0.01,1,1,hene,null,0.2512000000000004
0,10,10,0.93,0.01,1,1,hene,bag,0.0724
0,10,10,0.93,0.01,1,1,hene,purse,0.08599999999999995
0,10,10,0.93,0.01,1,1,hene,meter,0.07519999999999995
0,10,10,0.93,0.01,1,1,hene,cheek,0.08639999999999996
0,10,10,0.93,0.01,1,1,hene,vitamin,0.07759999999999995
0,10,10,0.93,0.01,1,1,hene,game,0.07799999999999994
0,10,10,0.93,0.01,1,1,hene,shore,0.07639999999999995
0,10,10,0.93,0.01,1,1,hene,threat,0.053599999999999995
0,10,10,0.93,0.01,1,1,hene,coast,0.07519999999999992
0,10,10,0.93,0.01,1,1,hene,danger,0.06799999999999995
0,10,10,0.93,0.01,1,2,falu,purse,0.07840000000000003
0,10,10,0.93,0.01,1,2,falu,null,0.22040000000000007
0,10,10,0.93,0.01,1,2,falu,danger,0.03680000000000005
0,10,10,0.93,0.01,1,2,falu,cheek,0.09519999999999997
0,10,10,0.93,0.01,1,2,falu,vitamin,0.08519999999999997
0,10,10,0.93,0.01,1,2,falu,coast,0.08439999999999988
0,10,10,0.93,0.01,1,2,falu,shore,0.09480000000000005
0,10,10,0.93,0.01,1,2,falu,game,0.11640000000000011
0,10,10,0.93,0.01,1,2,falu,bag,0.07240000000000003
0,10,10,0.93,0.01,1,2,falu,meter,0.08520000000000001
0,10,10,0.93,0.01,1,2,falu,threat,0.030800000000000056
0,10,10,0.93,0.01,1,1,falu,null,0.21480000000000019
0,10,10,0.93,0.01,1,1,falu,game,0.0724
0,10,10,0.93,0.01,1,1,falu,vitamin,0.1072000000000001
0,10,10,0.93,0.01,1,1,falu,bag,0.06839999999999999
0,10,10,0.93,0.01,1,1,falu,danger,0.06320000000000002
0,10,10,0.93,0.01,1,1,falu,threat,0.08439999999999995
0,10,10,0.93,0.01,1,1,falu,meter,0.07479999999999996
0,10,10,0.93,0.01,1,1,falu,cheek,0.10040000000000002
0,10,10,0.93,0.01,1,1,falu,purse,0.07280000000000003
0,10,10,0.93,0.01,1,1,falu,coast,0.06360000000000002
0,10,10,0.93,0.01,1,1,falu,shore,0.07799999999999999
0,10,10,0.93,0.01,2,1,qapamoma,danger,0.09279999999999985
0,10,10,0.93,0.01,2,1,qapamoma,shore,0.0856
0,10,10,0.93,0.01,2,1,qapamoma,threat,0.10840000000000004
0,10,10,0.93,0.01,2,1,qapamoma,cheek,0.08760000000000003
0,10,10,0.93,0.01,2,1,qapamoma,coast,0.07079999999999999
0,10,10,0.93,0.01,2,1,qapamoma,null,0.20840000000000022
0,10,10,0.93,0.01,2,1,qapamoma,meter,0.07719999999999995
0,10,10,0.93,0.01,2,1,qapamoma,game,0.1176
0,10,10,0.93,0.01,2,1,qapamoma,vitamin,0.08839999999999998
0,10,10,0.93,0.01,2,1,qapamoma,purse,0.039200000000000026
0,10,10,0.93,0.01,2,1,qapamoma,bag,0.023999999999999997
0,10,10,0.93,0.01,2,2,qapamoma,bag,0.11000000000000001
0,10,10,0.93,0.01,2,2,qapamoma,meter,0.1028000000000001
0,10,10,0.93,0.01,2,2,qapamoma,null,0.19279999999999992
0,10,10,0.93,0.01,2,2,qapamoma,purse,0.1032000000000001
0,10,10,0.93,0.01,2,2,qapamoma,danger,0.0416
0,10,10,0.93,0.01,2,2,qapamoma,shore,0.09559999999999988
0,10,10,0.93,0.01,2,2,qapamoma,cheek,0.10039999999999998
0,10,10,0.93,0.01,2,2,qapamoma,coast,0.08239999999999989
0,10,10,0.93,0.01,2,2,qapamoma,vitamin,0.07439999999999998
0,10,10,0.93,0.01,2,2,qapamoma,game,0.08359999999999994
0,10,10,0.93,0.01,2,2,qapamoma,threat,0.013200000000000009
0,10,10,0.93,0.01,2,1,lipu,danger,0.10320000000000006
0,10,10,0.93,0.01,2,1,lipu,null,0.24039999999999984
0,10,10,0.93,0.01,2,1,lipu,vitamin,0.06400000000000002
0,10,10,0.93,0.01,2,1,lipu,game,0.08079999999999993
0,10,10,0.93,0.01,2,1,lipu,cheek,0.10240000000000009
0,10,10,0.93,0.01,2,1,lipu,meter,0.09720000000000009
0,10,10,0.93,0.01,2,1,lipu,shore,0.08319999999999994
0,10,10,0.93,0.01,2,1,lipu,purse,0.036400000000000016
0,10,10,0.93,0.01,2,1,lipu,coast,0.0976
0,10,10,0.93,0.01,2,1,lipu,threat,0.08079999999999993
0,10,10,0.93,0.01,2,1,lipu,bag,0.01400000000000002
0,10,10,0.93,0.01,2,2,lipu,null,0.26040000000000013
0,10,10,0.93,0.01,2,2,lipu,purse,0.09039999999999997
0,10,10,0.93,0.01,2,2,lipu,coast,0.07639999999999991
0,10,10,0.93,0.01,2,2,lipu,game,0.09280000000000002
0,10,10,0.93,0.01,2,2,lipu,bag,0.0899999999999999
0,10,10,0.93,0.01,2,2,lipu,meter,0.09399999999999997
0,10,10,0.93,0.01,2,2,lipu,cheek,0.10360000000000003
0,10,10,0.93,0.01,2,2,lipu,vitamin,0.06119999999999995
0,10,10,0.93,0.01,2,2,lipu,danger,0.02759999999999999
0,10,10,0.93,0.01,2,2,lipu,threat,0.005600000000000008
0,10,10,0.93,0.01,2,2,lipu,shore,0.09799999999999989
0,10,10,0.93,0.01,2,1,fuwo,null,0.19559999999999989
0,10,10,0.93,0.01,2,1,fuwo,game,0.07240000000000003
0,10,10,0.93,0.01,2,1,fuwo,danger,0.08800000000000005
0,10,10,0.93,0.01,2,1,fuwo,shore,0.10080000000000003
0,10,10,0.93,0.01,2,1,fuwo,bag,0.022400000000000014
0,10,10,0.93,0.01,2,1,fuwo,coast,0.09200000000000008
0,10,10,0.93,0.01,2,1,fuwo,threat,0.11080000000000012
0,10,10,0.93,0.01,2,1,fuwo,purse,0.04800000000000002
0,10,10,0.93,0.01,2,1,fuwo,vitamin,0.09039999999999997
0,10,10,0.93,0.01,2,1,fuwo,meter,0.09359999999999996
0,10,10,0.93,0.01,2,1,fuwo,cheek,0.086
0,10,10,0.93,0.01,2,2,fuwo,danger,0.0484
0,10,10,0.93,0.01,2,2,fuwo,shore,0.08959999999999999
0,10,10,0.93,0.01,2,2,fuwo,purse,0.0835999999999999
0,10,10,0.93,0.01,2,2,fuwo,coast,0.0960000000000001
0,10,10,0.93,0.01,2,2,fuwo,cheek,0.07240000000000003
0,10,10,0.93,0.01,2,2,fuwo,bag,0.09680000000000005
0,10,10,0.93,0.01,2,2,fuwo,null,0.2368000000000001
0,10,10,0.93,0.01,2,2,fuwo,game,0.11120000000000005
0,10,10,0.93,0.01,2,2,fuwo,vitamin,0.09879999999999992
0,10,10,0.93,0.01,2,2,fuwo,meter,0.05319999999999998
0,10,10,0.93,0.01,2,2,fuwo,threat,0.013200000000000009
0,10,10,0.93,0.01,2,1,nihatate,bag,0.007600000000000007
0,10,10,0.93,0.01,2,1,nihatate,danger,0.09159999999999993
0,10,10,0.93,0.01,2,1,nihatate,shore,0.07720000000000002
0,10,10,0.93,0.01,2,1,nihatate,null,0.2972000000000002
0,10,10,0.93,0.01,2,1,nihatate,vitamin,0.0803999999999999
0,10,10,0.93,0.01,2,1,nihatate,cheek,0.07399999999999995
0,10,10,0.93,0.01,2,1,nihatate,meter,0.09359999999999992
0,10,10,0.93,0.01,2,1,nihatate,threat,0.06519999999999998
0,10,10,0.93,0.01,2,1,nihatate,coast,0.08679999999999996
0,10,10,0.93,0.01,2,1,nihatate,game,0.09519999999999988
0,10,10,0.93,0.01,2,1,nihatate,purse,0.03120000000000002
0,10,10,0.93,0.01,2,2,nihatate,purse,0.09159999999999993
0,10,10,0.93,0.01,2,2,nihatate,cheek,0.06879999999999996
0,10,10,0.93,0.01,2,2,nihatate,bag,0.08759999999999998
0,10,10,0.93,0.01,2,2,nihatate,shore,0.09440000000000001
0,10,10,0.93,0.01,2,2,nihatate,meter,0.08879999999999993
0,10,10,0.93,0.01,2,2,nihatate,danger,0.03320000000000002
0,10,10,0.93,0.01,2,2,nihatate,coast,0.09199999999999992
0,10,10,0.93,0.01,2,2,nihatate,game,0.06679999999999994
0,10,10,0.93,0.01,2,2,nihatate,vitamin,0.09239999999999998
0,10,10,0.93,0.01,2,2,nihatate,null,0.2720000000000004
0,10,10,0.93,0.01,2,2,nihatate,threat,0.012400000000000013
0,10,10,0.93,0.01,2,1,loqi,threat,0.6519999999999999
0,10,10,0.93,0.01,2,1,loqi,meter,0.02000000000000001
0,10,10,0.93,0.01,2,1,loqi,shore,0.02000000000000001
0,10,10,0.93,0.01,2,1,loqi,vitamin,0.03440000000000002
0,10,10,0.93,0.01,2,1,loqi,null,0.07799999999999999
0,10,10,0.93,0.01,2,1,loqi,danger,0.11360000000000005
0,10,10,0.93,0.01,2,1,loqi,game,0.02360000000000002
0,10,10,0.93,0.01,2,1,loqi,cheek,0.025600000000000008
0,10,10,0.93,0.01,2,1,loqi,coast,0.02280000000000003
