iterationNum,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,time,                 speakerID,listenerID,intendedName, word1, word2, topSpeakerChoice,topListenerChoice,correctProb,correct,6.05325443786982
0,7,7,0.95,0.01,0,1,2,threat,threat,coast,fuwo,threat,0.234456607716733,true,
0,7,7,0.95,0.01,1,2,1,bag,bag,coast,hene,coast,0.439334931002766,false,
0,7,7,0.95,0.01,2,1,2,coast,coast,meter,lipu,meter,3.91039063687105E-08,false,
0,7,7,0.95,0.01,3,2,1,shore,shore,cheek,hene,cheek,0.269839187884065,false,
0,7,7,0.95,0.01,4,1,2,purse,purse,cheek,qapamoma,purse,0.999999998225999,true,
0,7,7,0.95,0.01,5,2,1,game,coast,game,nihatate,game,0.464734092927655,true,
0,7,7,0.95,0.01,6,1,2,purse,purse,threat,qapamoma,purse,0.999985462828122,true,
0,7,7,0.95,0.01,7,2,1,meter,shore,meter,falu,shore,4.07909523663078E-10,false,
0,7,7,0.95,0.01,8,1,2,danger,danger,cheek,fuwo,danger,0.999999999997939,true,
0,7,7,0.95,0.01,9,2,1,threat,threat,game,fuwo,threat,0.999834546164109,true,
0,7,7,0.95,0.01,10,1,2,coast,purse,coast,loqi,coast,0.999333210012265,true,
0,7,7,0.95,0.01,11,2,1,vitamin,bag,vitamin,hene,bag,0.000265839764229,false,
0,7,7,0.95,0.01,12,1,2,bag,bag,danger,hene,bag,0.456023239532081,true,
0,7,7,0.95,0.01,13,2,1,danger,danger,meter,fuwo,danger,0.999999999999989,true,
0,7,7,0.95,0.01,14,1,2,vitamin,danger,vitamin,hene,vitamin,0.999999914397691,true,
0,7,7,0.95,0.01,15,2,1,meter,bag,meter,loqi,bag,6.80595109305822E-08,false,
0,7,7,0.95,0.01,16,1,2,cheek,threat,cheek,lipu,cheek,0.895480882598543,true,
0,7,7,0.95,0.01,17,2,1,purse,purse,vitamin,qapamoma,purse,1,true,
0,7,7,0.95,0.01,18,1,2,shore,shore,vitamin,falu,shore,0.974660644092565,true,
0,7,7,0.95,0.01,19,2,1,meter,meter,vitamin,loqi,meter,0.999999999999998,true,
0,7,7,0.95,0.01,20,1,2,game,meter,game,nihatate,game,1,true,
0,7,7,0.95,0.01,21,2,1,shore,shore,coast,falu,shore,0.999999173635058,true,
0,7,7,0.95,0.01,22,1,2,purse,purse,meter,qapamoma,purse,1,true,
0,7,7,0.95,0.01,23,2,1,game,game,vitamin,nihatate,game,1,true,
0,7,7,0.95,0.01,24,1,2,threat,threat,meter,fuwo,threat,1,true,
