iterationNum,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,time,                 speakerID,listenerID,intendedName, word1, word2, topSpeakerChoice,topListenerChoice,correctProb,correct,4.36309523809524
0,3,3,0.93,0.01,0,1,2,threat,threat,coast,fuwo,threat,0.596977766443231,true,
0,3,3,0.93,0.01,1,2,1,bag,bag,coast,lipu,bag,0.465191597232795,true,
0,3,3,0.93,0.01,2,1,2,coast,coast,meter,falu,meter,0.315558540195536,false,
0,3,3,0.93,0.01,3,2,1,shore,shore,cheek,nihatate,cheek,0.439349693525827,false,
0,3,3,0.93,0.01,4,1,2,purse,purse,cheek,lipu,purse,0.999981509994358,true,
0,3,3,0.93,0.01,5,2,1,game,coast,game,hene,coast,0.235096946682724,false,
0,3,3,0.93,0.01,6,1,2,purse,purse,threat,lipu,purse,0.992313580193606,true,
0,3,3,0.93,0.01,7,2,1,meter,shore,meter,loqi,shore,0.000138344737274,false,
0,3,3,0.93,0.01,8,1,2,danger,danger,cheek,nihatate,cheek,0.000543663861011,false,
0,3,3,0.93,0.01,9,2,1,threat,threat,game,qapamoma,game,0.081100393039428,false,
0,3,3,0.93,0.01,10,1,2,coast,purse,coast,hene,coast,0.949641682708136,true,
0,3,3,0.93,0.01,11,2,1,vitamin,bag,vitamin,lipu,bag,0.036556308453947,false,
0,3,3,0.93,0.01,12,1,2,bag,bag,danger,falu,danger,9.82171495577279E-06,false,
0,3,3,0.93,0.01,13,2,1,danger,danger,meter,nihatate,meter,0.024119379110513,false,
0,3,3,0.93,0.01,14,1,2,vitamin,danger,vitamin,lipu,danger,0.026983853394556,false,
0,3,3,0.93,0.01,15,2,1,meter,bag,meter,nihatate,bag,0.005922851426159,false,
0,3,3,0.93,0.01,16,1,2,cheek,threat,cheek,fuwo,threat,0.034522425676943,false,
0,3,3,0.93,0.01,17,2,1,purse,purse,vitamin,falu,vitamin,0.000651725061994,false,
0,3,3,0.93,0.01,18,1,2,shore,shore,vitamin,nihatate,shore,0.996928819383536,true,
0,3,3,0.93,0.01,19,2,1,meter,meter,vitamin,nihatate,meter,0.979049780567086,true,
0,3,3,0.93,0.01,20,1,2,game,meter,game,hene,game,0.955321338591891,true,
0,3,3,0.93,0.01,21,2,1,shore,shore,coast,falu,coast,0.002763062588233,false,
0,3,3,0.93,0.01,22,1,2,purse,purse,meter,lipu,purse,0.999999837201679,true,
0,3,3,0.93,0.01,23,2,1,game,game,vitamin,hene,game,0.996335250967742,true,
0,3,3,0.93,0.01,24,1,2,threat,threat,meter,qapamoma,threat,0.99998780280605,true,
0,3,3,0.93,0.01,25,2,1,threat,threat,shore,qapamoma,threat,0.99711630032868,true,
0,3,3,0.93,0.01,26,1,2,game,purse,game,hene,game,0.999988525476348,true,
0,3,3,0.93,0.01,27,2,1,danger,danger,shore,qapamoma,danger,0.922343286745484,true,
0,3,3,0.93,0.01,28,1,2,danger,purse,danger,qapamoma,danger,0.995227897430467,true,
0,3,3,0.93,0.01,29,2,1,cheek,coast,cheek,fuwo,cheek,0.146731890879895,true,
0,3,3,0.93,0.01,30,1,2,coast,danger,coast,nihatate,coast,0.883834464585056,true,
0,3,3,0.93,0.01,31,2,1,vitamin,coast,vitamin,loqi,vitamin,0.999072900644762,true,
0,3,3,0.93,0.01,32,1,2,vitamin,threat,vitamin,loqi,vitamin,0.999991192962523,true,
0,3,3,0.93,0.01,33,2,1,bag,bag,cheek,hene,bag,0.933540508911839,true,
0,3,3,0.93,0.01,34,1,2,danger,danger,game,qapamoma,danger,0.999999867952142,true,
0,3,3,0.93,0.01,35,2,1,bag,bag,shore,lipu,bag,0.956766977026322,true,
0,3,3,0.93,0.01,36,1,2,shore,shore,game,nihatate,shore,0.999976848414169,true,
0,3,3,0.93,0.01,37,2,1,cheek,meter,cheek,fuwo,cheek,0.868402560480627,true,
