iterationNum,speakerAlpha,listenerAlpha,discountFactor,guessingEpsilon,time,                 speakerID,listenerID,intendedName, word1, word2, topSpeakerChoice,topListenerChoice,correctProb,correct
2,1,1,0.97,0.01,16,1,2,zone,area,zone,nonuhete,zone,0.896505654422206,true
2,1,1,0.97,0.01,17,2,1,zone,area,zone,nonuhete,area,0.933108991438021,false
2,1,1,0.97,0.01,18,1,2,stream,stream,kidney,piho,stream,0.91018875632651,true
2,1,1,0.97,0.01,19,2,1,creator,author,creator,runo,creator,0.91832969617205,true
2,1,1,0.97,0.01,20,1,2,creator,creator,kidney,runo,creator,0.863459905213762,true
2,1,1,0.97,0.01,21,2,1,author,author,month,qosa,month,0.123685853609468,false
2,1,1,0.97,0.01,22,1,2,zone,zone,month,nonuhete,zone,0.880629844008347,true
2,1,1,0.97,0.01,23,2,1,area,area,month,qosa,area,0.854374519500297,true
2,1,1,0.97,0.01,24,1,2,author,author,creator,fori,author,0.96832311814245,true
2,1,1,0.97,0.01,25,2,1,zone,zone,task,nuha,task,0.053360755383483,false
2,1,1,0.97,0.01,26,1,2,coat,coat,month,qosa,coat,0.454123640943226,true
2,1,1,0.97,0.01,27,2,1,coat,area,coat,fori,area,0.023491285342155,false
2,1,1,0.97,0.01,28,1,2,coat,author,coat,qosa,author,0.515614578573888,false
2,1,1,0.97,0.01,29,2,1,area,area,zone,qosa,area,0.958238906104107,true
2,1,1,0.97,0.01,30,1,2,job,task,job,fori,job,0.897381854811441,true
2,1,1,0.97,0.01,31,2,1,creator,author,creator,runo,creator,0.986139046617411,true
2,1,1,0.97,0.01,32,1,2,area,area,zone,nonuhete,zone,0.0231627730309,false
2,1,1,0.97,0.01,33,2,1,task,task,job,fori,job,0.137909684195899,false
2,1,1,0.97,0.01,34,1,2,stream,stream,kidney,piho,stream,0.895711107919034,true
2,1,1,0.97,0.01,35,2,1,stream,task,stream,piho,stream,0.807088949185735,true
2,1,1,0.97,0.01,36,1,2,job,task,job,fori,job,0.970102252226556,true
2,1,1,0.97,0.01,37,2,1,task,area,task,runo,area,0.524855765332697,false
2,1,1,0.97,0.01,38,1,2,month,coat,month,nuha,coat,0.429621944734132,false
2,1,1,0.97,0.01,39,2,1,kidney,area,kidney,qonuwena,area,0.612358247460166,false
2,1,1,0.97,0.01,40,1,2,coat,coat,stream,nuha,coat,0.97236869653689,true
2,1,1,0.97,0.01,41,2,1,stream,area,stream,piho,stream,0.873173669977622,true
2,1,1,0.97,0.01,42,1,2,kidney,coat,kidney,qonuwena,kidney,0.491505367211811,true
2,1,1,0.97,0.01,43,2,1,month,month,stream,fori,month,0.973607353130594,true
2,1,1,0.97,0.01,44,1,2,area,area,stream,nuha,stream,0.48503244290555,false
2,1,1,0.97,0.01,45,2,1,area,area,coat,nuha,coat,0.173317790857283,false
2,1,1,0.97,0.01,46,1,2,task,task,job,qosa,task,0.960337815832784,true
2,1,1,0.97,0.01,47,2,1,coat,coat,month,nuha,coat,0.789372414771168,true
2,1,1,0.97,0.01,48,1,2,area,area,zone,nuha,zone,0.396319198323578,false
2,1,1,0.97,0.01,49,2,1,job,task,job,fori,job,0.900134421637561,true
2,1,1,0.97,0.01,50,1,2,task,task,month,runo,month,0.477259958382025,false
2,1,1,0.97,0.01,51,2,1,job,zone,job,fori,job,0.97720525738008,true
2,1,1,0.97,0.01,52,1,2,zone,zone,creator,nonuhete,zone,0.915416560519464,true
2,1,1,0.97,0.01,53,2,1,area,area,month,piho,area,0.893513845776411,true
2,1,1,0.97,0.01,54,1,2,task,task,month,piho,task,0.454225287969464,true
2,1,1,0.97,0.01,55,2,1,kidney,task,kidney,nuha,task,0.082652261844012,false
2,1,1,0.97,0.01,56,1,2,coat,coat,month,nuha,month,0.856938296163775,false
2,1,1,0.97,0.01,57,2,1,creator,creator,task,nuha,task,0.481790778911858,false
2,1,1,0.97,0.01,58,1,2,job,job,coat,fori,job,0.993922247950575,true
2,1,1,0.97,0.01,59,2,1,zone,area,zone,qosa,area,0.150262597500401,false
2,1,1,0.97,0.01,60,1,2,zone,zone,stream,qosa,zone,0.898180270319057,true
2,1,1,0.97,0.01,61,2,1,coat,task,coat,qonuwena,task,0.131328023786846,false
2,1,1,0.97,0.01,62,1,2,task,task,coat,piho,task,0.976923435022706,true
2,1,1,0.97,0.01,63,2,1,month,author,month,fori,author,0.086271571019483,false
2,1,1,0.97,0.01,64,1,2,month,coat,month,runo,month,0.944728886175704,true
2,1,1,0.97,0.01,65,2,1,creator,author,creator,qosa,creator,0.525464058989267,true
2,1,1,0.97,0.01,66,1,2,coat,author,coat,qosa,author,0.091365369325053,false
2,1,1,0.97,0.01,67,2,1,creator,author,creator,qosa,creator,0.498175381421745,true
2,1,1,0.97,0.01,68,1,2,zone,area,zone,qosa,area,0.532434121836312,false
2,1,1,0.97,0.01,69,2,1,job,task,job,fori,job,0.990543754875388,true
